Event Name,Date Start,Date End,Country,City,Venue,Category,Focus Areas,Estimated Size,Ticket Type,Website URL,Source Platform,Notes
Search Engine Optimisation SEO for Google - HRDC Claimable Training Course,2026-06-04,2026-06-04,Malaysia,Kuala Lumpur,Petaling Jaya,Event,-,-,-,https://www.eventbrite.co.uk/e/search-engine-optimisation-seo-for-google-hrdc-claimable-training-course-tickets-1978881965228,Eventbrite,-
Workshop Social Media + AI,2026-06-04,2026-06-04,Malaysia,Kuala Lumpur,Kuala Lumpur,Event,-,-,-,https://lu.ma/34n3zff9,Luma,-
Coding & Robotics:  2 Day Artificial Intelligence Workshop for Kids [SOK],2026-06-05,2026-06-06,Singapore,Singapore,The Young Maker (Stars of Kovan),Event,-,-,-,https://www.eventbrite.sg/e/coding-robotics-2-day-artificial-intelligence-workshop-for-kids-sok-tickets-1988614344035,Eventbrite,-
Campfire Jamming (12 – 17 years old),2026-06-05,2026-06-05,Singapore,Singapore,Brahm Centre @ Aljunied,Event,-,-,-,https://www.eventbrite.sg/e/campfire-jamming-12-17-years-old-tickets-1988463482805,Eventbrite,-
Sungai Chilling Waterfall Trekking,2026-06-05,2026-06-06,Malaysia,Kuala Lumpur,Kuala Lumpur,Event,-,-,-,https://lu.ma/nlt1fuin,Luma,-
Untamed Presents : 2016 Again Ft. STUVI,2026-06-06,2026-06-07,Singapore,Singapore,Oxley Tower,Event,-,-,-,https://www.eventbrite.sg/e/untamed-presents-2016-again-ft-stuvi-tickets-1988902441743,Eventbrite,-
Not So Little Fair RSVP Registration - Jun'26,2026-06-06,2026-06-07,Singapore,Singapore,Suntec Singapore Convention & Exhibition Centre,Event,-,-,-,https://www.eventbrite.sg/e/not-so-little-fair-rsvp-registration-jun26-tickets-1985495582736,Eventbrite,-
Of Time & Stone: A Swiss Showcase by NORQAIN & Stefania’s Stones,2026-06-06,2026-06-06,Singapore,Singapore,NORQAIN Singapore Wisma Atria Boutique,Event,-,-,-,https://www.eventbrite.sg/e/of-time-stone-a-swiss-showcase-by-norqain-stefanias-stones-tickets-1986315971541,Eventbrite,-
"myStarjob Fair 6 & 7 June 2026 | Setia SPICE Convention Centre, PENANG",2026-06-06,2026-06-07,Malaysia,Penang,Setia SPICE Convention Centre,Event,-,-,-,https://www.eventbrite.com/e/mystarjob-fair-6-7-june-2026-setia-spice-convention-centre-penang-tickets-1984941803367,Eventbrite,-
"WSQ DIY Corporate Compliance: Accounts, Secretarial & Tax Essentials",2026-06-08,2026-06-10,Singapore,Singapore,180269,Event,-,-,-,https://www.eventbrite.sg/e/wsq-diy-corporate-compliance-accounts-secretarial-tax-essentials-tickets-1987249374374,Eventbrite,-
Personal Professional Growth Training Course,2026-06-08,2026-06-08,Malaysia,Kuala Lumpur,"Lot 6, Lorong Utara C, Section 52, 46200 Petaling Jaya, Selangor",Event,-,-,-,https://www.eventbrite.co.uk/e/personal-professional-growth-training-course-tickets-1978809507505,Eventbrite,-
Professional Drone and UAV Pilot & Flying - HRDC Approved Training Course,2026-06-08,2026-06-08,Malaysia,Kuala Lumpur,Petaling Jaya,Event,-,-,-,https://www.eventbrite.co.uk/e/professional-drone-and-uav-pilot-flying-hrdc-approved-training-course-tickets-1978822092146,Eventbrite,-
Fireside Chat with Charles Wong. From Singapore to Silicon Valley: The AI Founder Backed By Top VCs,2026-06-08,2026-06-08,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/6fa99aja,Luma,-
Harnessing AI for Marketing Innovation | Singapore,2026-06-09,2026-06-09,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com.au/e/harnessing-ai-for-marketing-innovation-singapore-tickets-1052193999577,Eventbrite,-
Introduction to Generative AI for Safety Professionals,2026-06-09,2026-06-09,Singapore,Singapore,The Arcade,Event,-,-,-,https://www.eventbrite.sg/e/introduction-to-generative-ai-for-safety-professionals-tickets-1989643676797,Eventbrite,-
Harnessing AI for Marketing Innovation | Kuala Lumpur,2026-06-09,2026-06-09,Malaysia,Kuala Lumpur,Federal Territory of Kuala Lumpur,Event,-,-,-,https://www.eventbrite.com.au/e/harnessing-ai-for-marketing-innovation-kuala-lumpur-tickets-1980356718254,Eventbrite,-
"AI-Digital Leadership Summit 2026 @ Kuala Lumpur, Malaysia",2026-06-09,2026-06-09,Malaysia,Kuala Lumpur,KL Gateway Mall,Event,-,-,-,https://www.eventbrite.sg/e/ai-digital-leadership-summit-2026-kuala-lumpur-malaysia-tickets-1989728424279,Eventbrite,-
Will be training,2026-06-09,2026-06-09,Malaysia,Kuala Lumpur,Do or die,Event,-,-,-,https://www.eventbrite.com/e/will-be-training-tickets-1988530252515,Eventbrite,-
AI MASTERCLASS for SMEs – AIM ASEAN Certification,2026-06-09,2026-06-09,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/fh84x8rs,Luma,-
Can AI Be Your Marketing Partner?,2026-06-09,2026-06-09,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/hkft710s,Luma,-
Turn Time-Draining Work into Automated Wins: A Systemization Playbook,2026-06-10,2026-06-10,Singapore,Singapore,MG Singapore: Moved to Online Sessions,Event,-,-,-,https://www.eventbrite.sg/e/turn-time-draining-work-into-automated-wins-a-systemization-playbook-tickets-1988528377908,Eventbrite,-
Financial Analysis with AI: Decision-Making Process in Investment,2026-06-10,2026-06-10,Malaysia,Kuala Lumpur,Hyatt Place Kuala Lumpur Bukit Jalil,Event,-,-,-,https://www.eventbrite.com/e/financial-analysis-with-ai-decision-making-process-in-investment-tickets-1988973008811,Eventbrite,-
Workload Management & Productivity Training Course,2026-06-10,2026-06-10,Malaysia,Kuala Lumpur,"6, Lorong Utara C",Event,-,-,-,https://www.eventbrite.co.uk/e/workload-management-productivity-training-course-tickets-1978810852528,Eventbrite,-
Using Instagram in Business Training Course - HRDF Approved,2026-06-10,2026-06-10,Malaysia,Kuala Lumpur,Petaling Jaya,Event,-,-,-,https://www.eventbrite.co.uk/e/using-instagram-in-business-training-course-hrdf-approved-tickets-1979375811335,Eventbrite,-
"The Good Circle | #02: Yes, it's another event about Ai",2026-06-10,2026-06-10,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/plo4qac3,Luma,-
PTM01: Treasury Management Seminar Training Program,2026-06-11,2026-06-12,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/ptm01-treasury-management-seminar-training-program-tickets-1048569578837,Eventbrite,-
< HRDC Claimable > Certified Digital Transformation Professional (CDTP),2026-06-11,2026-06-12,Malaysia,Kuala Lumpur,KL Gateway Mall,Event,-,-,-,https://www.eventbrite.sg/e/hrdc-claimable-certified-digital-transformation-professional-cdtp-tickets-1981912391314,Eventbrite,-
Data That Delivers: Unlocking Agentic AI for Maximum Strategic Payoff,2026-06-11,2026-06-11,Malaysia,Kuala Lumpur,Sheraton Petaling Jaya Hotel,Event,-,-,-,https://www.eventbrite.sg/e/data-that-delivers-unlocking-agentic-ai-for-maximum-strategic-payoff-tickets-1984461720426,Eventbrite,-
Effective Email Marketing with Mailchimp - HRDC Claimable Training Course,2026-06-11,2026-06-11,Malaysia,Kuala Lumpur,Petaling Jaya,Event,-,-,-,https://www.eventbrite.co.uk/e/effective-email-marketing-with-mailchimp-hrdc-claimable-training-course-tickets-1978959103952,Eventbrite,-
Growth Unlocked: Lead Generation in the AI Era - Brew Interactive x Google Singapore,2026-06-11,2026-06-11,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/tu05j0tv,Luma,-
Magnific VIP Dinner: GenAI in Action @ SuperAI Singapore,2026-06-11,2026-06-11,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/jvzyo8j0,Luma,-
AI Founders VIP Brunch @Google Singapore,2026-06-12,2026-06-12,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/googlevipbrunch,Luma,-
MOCA Growth Circle 13 Jun'26 (In-Person @ Cairnhill CC),2026-06-13,2026-06-13,Singapore,Singapore,Cairnhill Community Club,Event,-,-,-,https://www.eventbrite.sg/e/moca-growth-circle-13-jun26-in-person-cairnhill-cc-tickets-1974584415140,Eventbrite,-
Lion City Faire: A Symphony of Land and Sea,2026-06-13,2026-06-14,Singapore,Singapore,5 Cox Terrace,Event,-,-,-,https://www.eventbrite.com/e/lion-city-faire-a-symphony-of-land-and-sea-tickets-1985629528371,Eventbrite,-
Daily Journalism,2026-06-13,2026-06-13,Singapore,Singapore,National Gallery Singapore,Event,-,-,-,https://www.eventbrite.sg/e/daily-journalism-tickets-1989168388196,Eventbrite,-
Cornerstone Series with Lim Ai Hooi,2026-06-13,2026-06-13,Singapore,Singapore,SOTA Concert Hall,Event,-,-,-,https://www.eventbrite.sg/e/cornerstone-series-with-lim-ai-hooi-tickets-1989633654821,Eventbrite,-
SANTAI SWARA – A MULTI INSTRUMENTS SOUNDBATH,2026-06-14,2026-06-14,Singapore,Singapore,SPACE2B,Event,-,-,-,https://www.eventbrite.sg/e/santai-swara-a-multi-instruments-soundbath-tickets-1978077655516,Eventbrite,-
Voices for the Voiceless  Premiere & Remains of the Arctic Launch,2026-06-15,2026-06-15,Singapore,Singapore,Shaw Theatres Lido,Event,-,-,-,https://www.eventbrite.com.au/e/voices-for-the-voiceless-premiere-remains-of-the-arctic-launch-tickets-1989444506072,Eventbrite,-
PCR03: Structuring Optimal Banking Lines Seminar Training Program,2026-06-15,2026-06-18,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/pcr03-structuring-optimal-banking-lines-seminar-training-program-tickets-1983936349026,Eventbrite,-
PCR02: Loan Management and Risk Monitoring Seminar Training Program,2026-06-15,2026-06-15,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/pcr02-loan-management-and-risk-monitoring-seminar-training-program-tickets-857853201017,Eventbrite,-
Teamwork & Collaboration Training Course,2026-06-15,2026-06-15,Malaysia,Kuala Lumpur,Hotel Armada Petaling Jaya,Event,-,-,-,https://www.eventbrite.co.uk/e/teamwork-collaboration-training-course-tickets-1978370948764,Eventbrite,-
Advanced Facebook Techniques Training Course - HRDC Approved,2026-06-15,2026-06-15,Malaysia,Kuala Lumpur,Petaling Jaya,Event,-,-,-,https://www.eventbrite.co.uk/e/advanced-facebook-techniques-training-course-hrdc-approved-tickets-1979377320850,Eventbrite,-
LHDN e-Invoicing Training Malaysia HRDC Claimable,2026-06-15,2026-06-15,Malaysia,Kuala Lumpur,Menara PKNS,Event,-,-,-,https://www.eventbrite.sg/e/lhdn-e-invoicing-training-malaysia-hrdc-claimable-tickets-1986193360809,Eventbrite,-
Empowering Modern HR Teams with AI | Singapore,2026-06-16,2026-06-16,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com.au/e/empowering-modern-hr-teams-with-ai-singapore-tickets-1979688037211,Eventbrite,-
Leveraging Robotics for Success | Singapore,2026-06-16,2026-06-16,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com.au/e/leveraging-robotics-for-success-singapore-tickets-1052205614317,Eventbrite,-
PTF01: Understanding International Trade Finance Seminar Training Program,2026-06-16,2026-06-17,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/ptf01-understanding-international-trade-finance-seminar-training-program-tickets-1983936219639,Eventbrite,-
Empowering Modern HR Teams with AI | Kuala Lumpur,2026-06-16,2026-06-16,Malaysia,Kuala Lumpur,Federal Territory of Kuala Lumpur,Event,-,-,-,https://www.eventbrite.com.au/e/empowering-modern-hr-teams-with-ai-kuala-lumpur-tickets-1980531374656,Eventbrite,-
Advanced Social Media Techniques Training Course - HRDC Approved,2026-06-16,2026-06-16,Malaysia,Kuala Lumpur,Petaling Jaya,Event,-,-,-,https://www.eventbrite.co.uk/e/advanced-social-media-techniques-training-course-hrdc-approved-tickets-1979377736092,Eventbrite,-
Love Intelligence in Service: How Heart-Led Care Builds Trust and Loyalty,2026-06-17,2026-06-17,Singapore,Singapore,Royal Plaza on Scotts Singapore,Event,-,-,-,https://www.eventbrite.hk/e/love-intelligence-in-service-how-heart-led-care-builds-trust-and-loyalty-tickets-1976092383514,Eventbrite,-
Samwoh's Green Building and Sustainable Construction Tour,2026-06-17,2026-06-17,Singapore,Singapore,Samwoh Smart Hub,Event,-,-,-,https://www.eventbrite.sg/e/samwohs-green-building-and-sustainable-construction-tour-tickets-1986118880035,Eventbrite,-
"GPF ExeWshop on Excellence in Container Term Opns, 18-19 Jun  26, Singapore",2026-06-18,2026-06-19,Singapore,Singapore,M Hotel Singapore City Centre,Event,-,-,-,https://www.eventbrite.sg/e/gpf-exewshop-on-excellence-in-container-term-opns-18-19-jun-26-singapore-tickets-1681566654129,Eventbrite,-
PRM03: Operational Risk Management Seminar Training Program,2026-06-18,2026-06-19,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/prm03-operational-risk-management-seminar-training-program-tickets-512471815997,Eventbrite,-
Tanglin Trust School x Crystal Palace - Coach Education Evening,2026-06-18,2026-06-18,Singapore,Singapore,Playing Field: Tanglin Trust School,Event,-,-,-,https://www.eventbrite.sg/e/tanglin-trust-school-x-crystal-palace-coach-education-evening-tickets-1989349785761,Eventbrite,-
Your Digital Home in 3 Hours – Hands-On Canva Website Workshop for Startups,2026-06-18,2026-06-18,Singapore,Singapore,Guthrie Building,Event,-,-,-,https://www.eventbrite.sg/e/your-digital-home-in-3-hours-hands-on-canva-website-workshop-for-startups-tickets-1989307428068,Eventbrite,-
Singapore Dubai Business Networking & Startup Meet (Free Online),2026-06-18,2026-06-18,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com/e/singapore-dubai-business-networking-startup-meet-free-online-tickets-1988787208076,Eventbrite,-
Singapore Australia Business Networking & Startup Meet (Free Online),2026-06-18,2026-06-18,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com/e/singapore-australia-business-networking-startup-meet-free-online-tickets-1988787135860,Eventbrite,-
Design Smarter with Canva - Online 4 Hour Training,2026-06-18,2026-06-18,Malaysia,Kuala Lumpur,Petaling Jaya,Event,-,-,-,https://www.eventbrite.co.uk/e/design-smarter-with-canva-online-4-hour-training-tickets-1979292020715,Eventbrite,-
AI Vision Arcade Lab [Habourfront],2026-06-19,2026-06-19,Singapore,Singapore,"Agora Colearning (Preschool, Play School, Enrichment, Student Care)",Event,-,-,-,https://www.eventbrite.com/e/ai-vision-arcade-lab-habourfront-tickets-1988817165680,Eventbrite,-
Exploring Sustainable Spaces with CapitaLand Development @ Geneo,2026-06-19,2026-06-19,Singapore,Singapore,"Singapore Science Park 1, Geneo",Event,-,-,-,https://www.eventbrite.sg/e/exploring-sustainable-spaces-with-capitaland-development-geneo-tickets-1989540742919,Eventbrite,-
The AI Leadership Imperative (In-Person),2026-06-19,2026-06-19,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/aq989n5s,Luma,-
Summer Soulstice Immersion  .: The Rainbow Bridge - Return to the Inner Sun,2026-06-20,2026-06-21,Singapore,Singapore,Lazarus Island,Event,-,-,-,https://www.eventbrite.sg/e/summer-soulstice-immersion-the-rainbow-bridge-return-to-the-inner-sun-tickets-1989083054962,Eventbrite,-
EFT Tapping Training Foundation (Level 1) Workshop,2026-06-20,2026-06-20,Singapore,Singapore,ACC EduHub,Event,-,-,-,https://www.eventbrite.sg/e/eft-tapping-training-foundation-level-1-workshop-registration-1986317461999,Eventbrite,-
DTC eCom AI Performance Marketing,2026-06-20,2026-06-20,Malaysia,Kuala Lumpur,Kuala Lumpur,Event,-,-,-,https://lu.ma/qox21r2s,Luma,-
Aquatic Movement Teacher Training Singapore — Foundation (22-25 June 2026),2026-06-22,2026-06-22,Singapore,Singapore,"Inspire Mum & Baby (Bendemeer) - Birth, Prenatal and Postnatal Fitness, Swim & Therapy",Event,-,-,-,https://www.eventbrite.sg/e/aquatic-movement-teacher-training-singapore-foundation-22-25-june-2026-tickets-1986871506160,Eventbrite,-
"3rd Executive Workshop on Reefer Container Logistics, 22-25 Jun 2026, SPR",2026-06-22,2026-06-25,Singapore,Singapore,M Hotel Singapore City Centre,Event,-,-,-,https://www.eventbrite.sg/e/3rd-executive-workshop-on-reefer-container-logistics-22-25-jun-2026-spr-tickets-1265546937959,Eventbrite,-
B Corp Asia Summit 2026 - A 100% HRDC Claimable Event,2026-06-22,2026-06-23,Malaysia,Kuala Lumpur,Royale Chulan Kuala Lumpur,Event,-,-,-,https://www.eventbrite.sg/e/b-corp-asia-summit-2026-a-100-hrdc-claimable-event-tickets-1979277709911,Eventbrite,-
Advanced Implementations of Agentic AI for Financial Advisors,2026-06-22,2026-07-07,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/enakpzlf,Luma,-
Marketing AI Talk and Business Networking (Free Online),2026-06-23,2026-06-23,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com/e/marketing-ai-talk-and-business-networking-free-online-tickets-1989183935699,Eventbrite,-
Enhancing Safety Presentations Using Generative AI Tools,2026-06-23,2026-06-23,Singapore,Singapore,The Arcade,Event,-,-,-,https://www.eventbrite.sg/e/enhancing-safety-presentations-using-generative-ai-tools-tickets-1989642868379,Eventbrite,-
Startup Innovation and Design Thinking Community Networking,2026-06-23,2026-06-23,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com/e/startup-innovation-and-design-thinking-community-networking-tickets-1989183999891,Eventbrite,-
Founders Talk to Grow your Startup (Free Online),2026-06-23,2026-06-23,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com/e/founders-talk-to-grow-your-startup-free-online-tickets-1989183984846,Eventbrite,-
Making AI Your Most Productive Employee,2026-06-23,2026-06-23,Singapore,Singapore,Lifelong Learning Institute,Event,-,-,-,https://www.eventbrite.sg/e/making-ai-your-most-productive-employee-tickets-1989895045648,Eventbrite,-
GreenTech Sustainability and Business Networking (Free Online),2026-06-23,2026-06-23,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com/e/greentech-sustainability-and-business-networking-free-online-tickets-1989184061074,Eventbrite,-
Building a Sustainable Singapore: Open Edition,2026-06-24,2026-06-24,Singapore,Singapore,City Sprouts (Henderson),Event,-,-,-,https://www.eventbrite.sg/e/building-a-sustainable-singapore-open-edition-tickets-1985355901947,Eventbrite,-
(HRDC Claimable) Modern Secretaries and Administrators Conference 2025,2026-06-24,2026-06-25,Malaysia,Kuala Lumpur,Grand Millennium Hotel Kuala Lumpur,Event,-,-,-,https://www.eventbrite.sg/e/hrdc-claimable-modern-secretaries-and-administrators-conference-2025-registration-1986044567765,Eventbrite,-
Klinikum Series+/ Intro to Digital Health (For Startups),2026-06-25,2026-06-25,Singapore,Singapore,Singapore (Virtual),Event,-,-,-,https://www.eventbrite.com/e/klinikum-series-intro-to-digital-health-for-startups-tickets-1988895242209,Eventbrite,-
AI Vision Arcade Lab [Ubi],2026-06-25,2026-06-25,Singapore,Singapore,Explorer Junior Ubi,Event,-,-,-,https://www.eventbrite.com/e/ai-vision-arcade-lab-ubi-tickets-1988747490279,Eventbrite,-
"GPF EW On Use & Misuses Of Processes In ContainerTerminal, 25-26 Jun 26 SPR",2026-06-25,2026-06-26,Singapore,Singapore,M Hotel Singapore,Event,-,-,-,https://www.eventbrite.sg/e/gpf-ew-on-use-misuses-of-processes-in-containerterminal-25-26-jun-26-spr-tickets-1681558971149,Eventbrite,-
ROUNDTABLE Singapore: Tech x Startup Meet (Free),2026-06-25,2026-06-25,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.com/e/roundtable-singapore-tech-x-startup-meet-free-tickets-1987788183968,Eventbrite,-
Influence under Pressure: Build Trust and Cooperation without Burnout,2026-06-26,2026-06-26,Singapore,Singapore,Hotel Grand Pacific,Event,-,-,-,https://www.eventbrite.hk/e/influence-under-pressure-build-trust-and-cooperation-without-burnout-tickets-1980066374829,Eventbrite,-
Critical Illness and Financial Strain: Why Insurance Coverage is Essential,2026-06-26,2026-06-26,Singapore,Singapore,Phillip Investor Centre (Northpoint City),Event,-,-,-,https://www.eventbrite.sg/e/critical-illness-and-financial-strain-why-insurance-coverage-is-essential-tickets-1988544988591,Eventbrite,-
International CSR & Sustainability (ICS) Summit 2026 - HRDC Claimable,2026-06-26,2026-06-26,Malaysia,Kuala Lumpur,InterContinental Kuala Lumpur by IHG,Event,-,-,-,https://www.eventbrite.hk/e/international-csr-sustainability-ics-summit-2026-hrdc-claimable-tickets-1982938758205,Eventbrite,-
AI Learning Journey for Educators #3,2026-06-26,2026-06-26,Singapore,Singapore,Singapore,Event,-,-,-,https://lu.ma/2rygretp,Luma,-
"GPF ExeWkshp on Excellence in PPP Infrastructure, 27-28 Jun 26, Singapore",2026-06-27,2026-06-28,Singapore,Singapore,M Hotel Singapore,Event,-,-,-,https://www.eventbrite.sg/e/gpf-exewkshp-on-excellence-in-ppp-infrastructure-27-28-jun-26-singapore-tickets-1681728127099,Eventbrite,-
Skills Training Workshop - From Encounter to Hope,2026-06-27,2026-06-27,Singapore,Singapore,Promises Healthcare (Psychiatry & Psychology Clinic),Event,-,-,-,https://www.eventbrite.sg/e/skills-training-workshop-from-encounter-to-hope-tickets-1984533532217,Eventbrite,-
DHAMMA FOUNDATION COURSE (DFC),2026-06-27,2026-09-06,Singapore,Singapore,BF @Lavender,Event,-,-,-,https://www.eventbrite.sg/e/dhamma-foundation-course-dfc-tickets-1985044470447,Eventbrite,-
WSQ AI Business Innovation Management - 29 -30 June 2026,2026-06-29,2026-06-30,Singapore,Singapore,Lifelong Learning Institute - Learning Hub in Singapore,Event,-,-,-,https://www.eventbrite.sg/e/wsq-ai-business-innovation-management-29-30-june-2026-tickets-1986869248407,Eventbrite,-
Certified Strategic Digital Transformation Leader (SDTL),2026-06-29,2026-06-30,Malaysia,Kuala Lumpur,"The Horizon, Bangsar South",Event,-,-,-,https://www.eventbrite.sg/e/certified-strategic-digital-transformation-leader-sdtl-tickets-1982435756714,Eventbrite,-
How I Use Claude to Automate 99% of Content Creation (The Full AI Guide),2026-06-29,2026-06-29,Malaysia,Kuala Lumpur,EQ Kuala Lumpur,Event,-,-,-,https://www.eventbrite.de/e/how-i-use-claude-to-automate-99-of-content-creation-the-full-ai-guide-tickets-1989740559576,Eventbrite,-
"Ultimate Blackout Brownies Trio: Coffee Kahlua, Rum Raisins, Peanut Butter",2026-07-04,2026-07-04,Singapore,Singapore,Spazio @ Kovan,Event,-,-,-,https://www.eventbrite.sg/e/ultimate-blackout-brownies-trio-coffee-kahlua-rum-raisins-peanut-butter-tickets-1988747742032,Eventbrite,-
"That Which Prevails (5 JULY, SUN, 3:00PM)",2026-07-05,2026-07-05,Singapore,Singapore,SOTA Concert Hall,Event,-,-,-,https://www.eventbrite.com/e/that-which-prevails-5-july-sun-300pm-tickets-1988610993012,Eventbrite,-
"BioTecnica 2026–Int Conf on Advances in Bio Sciences, 06-07 July, Singapore",2026-07-06,2026-07-07,Singapore,Singapore,"The National University of Singapore Society (NUSS) The Graduate Club, Suntec City Guild House, 3 Temasek Boulevard (Tower 5), #02- 401/402 Suntec City Mall, Singapore",Event,-,-,-,https://www.eventbrite.com/e/biotecnica-2026int-conf-on-advances-in-bio-sciences-06-07-july-singapore-tickets-1535822880579,Eventbrite,-
AI-Digital Leadership Summit 2026 @ Singapore,2026-07-08,2026-07-08,Singapore,Singapore,CASUGOL,Event,-,-,-,https://www.eventbrite.sg/e/ai-digital-leadership-summit-2026-singapore-tickets-1989890068762,Eventbrite,-
International Conference on Catalysis and Chemical Engineering,2026-07-09,2026-07-10,Singapore,Singapore,Singapore,Event,-,-,-,https://www.eventbrite.it/e/international-conference-on-catalysis-and-chemical-engineering-tickets-1977270479230,Eventbrite,-
PTM02: Treasury Markets and Products Seminar Training Program,2026-07-09,2026-07-10,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/ptm02-treasury-markets-and-products-seminar-training-program-tickets-857848667457,Eventbrite,-
Integrating Sustainability Risk into Enterprise Risk Management Workshop,2026-07-09,2026-07-09,Malaysia,Kuala Lumpur,Bernard Business Consulting Sdn. Bhd.,Event,-,-,-,https://www.eventbrite.com/e/integrating-sustainability-risk-into-enterprise-risk-management-workshop-tickets-1985779526018,Eventbrite,-
To Thrive in the Age of Artificial Intelligence by A/Prof Angie Chew,2026-07-11,2026-07-11,Singapore,Singapore,Brahm Centre @ Labrador,Event,-,-,-,https://www.eventbrite.sg/e/to-thrive-in-the-age-of-artificial-intelligence-by-aprof-angie-chew-registration-1989774703702,Eventbrite,-
Men's Growth Circle 11 Jul'26 (In-Person @ Cairnhill CC),2026-07-11,2026-07-11,Singapore,Singapore,Cairnhill Community Club,Event,-,-,-,https://www.eventbrite.sg/e/mens-growth-circle-11-jul26-in-person-cairnhill-cc-tickets-1974590860418,Eventbrite,-
Rustic Italian Indulgence,2026-07-12,2026-07-12,Singapore,Singapore,Spazio @ Kovan,Event,-,-,-,https://www.eventbrite.sg/e/rustic-italian-indulgence-tickets-1988795361463,Eventbrite,-
Startup Valuation and Fund Raising,2026-07-13,2026-07-15,Singapore,Singapore,One Raffles Place,Event,-,-,-,https://www.eventbrite.sg/e/startup-valuation-and-fund-raising-tickets-1975943440020,Eventbrite,-
Certified Strategic Digital Project Manager (SDPM) @ Kuala Lumpur,2026-07-13,2026-07-14,Malaysia,Kuala Lumpur,KL Gateway Mall,Event,-,-,-,https://www.eventbrite.sg/e/certified-strategic-digital-project-manager-sdpm-kuala-lumpur-tickets-1982610435182,Eventbrite,-
Basic Excel Training,2026-07-13,2026-07-14,Malaysia,Kuala Lumpur,JW Marriott Kuala Lumpur,Event,-,-,-,https://www.eventbrite.sg/e/basic-excel-training-tickets-1975843628481,Eventbrite,-
Corporate Fundraising Masterclass,2026-07-14,2026-07-16,Singapore,Singapore,One Raffles Place,Event,-,-,-,https://www.eventbrite.sg/e/corporate-fundraising-masterclass-tickets-1975904195639,Eventbrite,-
Course: Introduction to Humanitarian Deployment (26006),2026-07-15,2026-07-15,Singapore,Singapore,goHADR Hub,Event,-,-,-,https://www.eventbrite.sg/e/course-introduction-to-humanitarian-deployment-26006-registration-1988981066913,Eventbrite,-
[16 & 17 Jul 2026] Turning Customer Complaints Into Our Opportunities,2026-07-16,2026-07-17,Singapore,Singapore,"Holiday Inn Singapore Orchard City Centre, an IHG Hotel",Event,-,-,-,https://www.eventbrite.sg/e/16-17-jul-2026-turning-customer-complaints-into-our-opportunities-tickets-1989368350288,Eventbrite,-
UROFAIR 2026,2026-07-16,2026-07-16,Singapore,Singapore,Raffles City Convention Centre,Event,-,-,-,https://www.eventbrite.com/e/urofair-2026-tickets-1987075232511,Eventbrite,-
Play To Win - 3 Day Free Experiential Business Training,2026-07-17,2026-07-19,Malaysia,Kuala Lumpur,Dwi Emas International School,Event,-,-,-,https://www.eventbrite.com/e/play-to-win-3-day-free-experiential-business-training-tickets-1978822099167,Eventbrite,-
INVEST FAIR 2026,2026-07-18,2026-07-19,Malaysia,Kuala Lumpur,Mid Valley Exhibition Centre (MVEC KL),Event,-,-,-,https://www.eventbrite.com/e/invest-fair-2026-tickets-1982651453870,Eventbrite,-
PFD01: Financial Derivatives Part I Seminar Training Program,2026-07-21,2026-07-24,Singapore,Singapore,Sheraton Towers Singapore,Event,-,-,-,https://www.eventbrite.sg/e/pfd01-financial-derivatives-part-i-seminar-training-program-tickets-1977704881539,Eventbrite,-
"Growth Facilitator Training 23, 24, 25 & 26 July '26 (In-Person)",2026-07-23,2026-07-26,Singapore,Singapore,SUSS (Singapore University of Social Sciences),Event,-,-,-,https://www.eventbrite.sg/e/growth-facilitator-training-23-24-25-26-july-26-in-person-tickets-1988746404030,Eventbrite,-
