URL,Company Name,Company URL,Job Title,Description Summary,Skills,Compensation,Location,Employment Type,Experience Level,Department,Crypto Focus,Source,Date
https://jobs.ashbyhq.com/Helius/dd8eaaac-22cd-4aad-96a1-85309a134679,Helius,,"Staff Backend Engineer, Gatekeeper",,,,,,,,,Ashby: Helius,2026-04-20T16:34:27.376+00:00
https://job-boards.greenhouse.io/shakepay/jobs/4660665005,Shakepay,shakepay.com,Staff Product Designer,"As a Staff Product Designer at Shakepay, you will lead design direction across key areas of the product, tackling complex challenges and influencing product strategy. You will work collaboratively with Product and Engineering teams to deliver high-quality experiences and elevate design standards.",Figma; Prototyping; Design Systems; User Experience; Product Strategy; Collaboration; Communication; Storytelling,170000 CAD+,"Remote, Canada",Full-time,Senior,Design,Infrastructure,Greenhouse: Shakepay,2026-04-20T12:24:31-04:00
https://boards.greenhouse.io/embed/job_app?for=gemini&token=7818279&gh_jid=7818279,Gemini,gemini.com,Senior Product Manager,"The Senior Product Manager at Gemini will focus on developing customer engagement tools and enhancing the crypto exchange platform. This role requires a strong background in product management, particularly in high-growth technology environments, and a passion for driving innovation in digital asset trading.",Product Management; Market Research; Customer Engagement; Data Analysis; Crypto Trading; Cross-functional Collaboration; Product Development; User Experience; Strategic Planning; Communication,,"Singapore, Singapore",Full-time,Senior,Trading Systems,Trading,Greenhouse: Gemini,2026-04-20T12:23:29-04:00
https://jobs.lever.co/binance/cf909c2b-2bc8-40a7-bceb-cf4b662bfb32,Binance,binance.com,Binance Accelerator Program - Marketing Armenia,"The Binance Accelerator Program offers early career talent an immersive experience in the Web3 space, focusing on content development and marketing initiatives. The role involves assisting with content management, optimizing paid advertising campaigns, and supporting community growth efforts.",Content Creation; Google Ads; Meta Ads; Digital Marketing; Lifecycle Marketing; Community Growth; Communication; Attention to Detail; Bilingual English/Russian; Proactive,,Remote,Full-time,Entry,Marketing,Web3,Binance,2026-04-20T16:23:03.000Z
https://jobs.lever.co/binance/c964176d-d48a-4657-bdea-70dcc583757e,Binance,binance.com,Binance Accelerator Program - Software AI,"The Binance Accelerator Program offers a 3-6 month immersive experience in the Web3 space, focusing on AI agent architecture and development. Participants will design and implement AI systems, collaborate with cross-functional teams, and enhance their professional skills.",Python; Golang; AI; Machine Learning; Large Language Models; Prompt Engineering; LangGraph; AutoGen,,"Taipei, Taiwan",Internship,Entry,Engineering,Infrastructure,Binance,2026-04-20T16:19:49.000Z
https://jobs.lever.co/binance/f5beb977-c61d-4a96-9f79-8a65e186c4de,Binance,binance.com,Product Manager (CRM Backend System),"The Product Manager will manage the full lifecycle of the Affiliate CRM system, including project planning, execution, and delivery. The role requires strong coordination skills and experience in CRM systems or affiliate-related projects.",CRM systems; SaaS; project management; communication; bilingual English/Mandarin,,"Taipei, Taiwan",Full-time,Mid,Product & Design,Infrastructure,Binance,2026-04-20T16:16:35.000Z
https://jobs.lever.co/binance/aa5c6e49-309a-47bb-9755-bae3b65e02c6,Binance,binance.com,"Senior QA Engineer (Backend), Rust / Java",The Senior QA Engineer will ensure the quality and reliability of Binance's products across various platforms by leveraging strong Rust and Java programming skills. The role involves collaborating with cross-functional teams throughout the software development lifecycle to develop and maintain automated test frameworks.,Rust; Java; QA Automation; Testing Frameworks; Performance Testing; Mobile Testing; Defect Tracking; Test Planning; Root Cause Analysis; AI Models,,Remote,Full-time,Mid,Engineering,Infrastructure,Binance,2026-04-20T16:04:49.000Z
https://jobs.lever.co/binance/16d56d5d-98c0-4942-9a22-54ca4b2b33e9,Binance,binance.com,"Data Scientist, Market Growth (Lifecycle)","The Data Scientist will develop and optimize algorithmic models for marketing scenarios, focusing on user behavior prediction and traffic allocation strategies. The role involves creating data-driven strategies for user acquisition and retention, collaborating with various teams to implement these algorithms effectively.",Python; Scala; Java; Hadoop; Spark; Flink; TensorFlow; PyTorch; SQL; Machine Learning,,Remote,Full-time,Mid,Engineering,Infrastructure,Binance,2026-04-20T15:58:25.000Z
https://jobs.ashbyhq.com/Elliptic/76597d70-2c2d-46e7-998e-387098701bbf,Elliptic,,Principal Product Marketing Manager,,,,,,,,,Ashby: Elliptic,2026-04-20T15:58:01.297+00:00
https://jobs.lever.co/binance/b7f5674f-3ae8-4879-a007-69d03b1eb569,Binance,binance.com,Sanctions Advisory Specialist,"The Sanctions Advisory Specialist at Binance will provide expertise in sanctions compliance, advising stakeholders on managing related risks. The role involves monitoring regulatory developments and ensuring compliance with policies and regulations.",sanctions compliance; stakeholder management; regulatory requirements; analytical skills; communication skills; problem solving; banking compliance; payment compliance; crypto compliance; project management,,Remote,Full-time,Mid,Legal & Compliance,Infrastructure,Binance,2026-04-20T15:40:09.000Z
https://job-boards.greenhouse.io/galaxydigitalservices/jobs/5976669004,Galaxy Digital,galaxy.com,"VP, Trading Systems Developer","The VP, Trading Systems Developer will design and build high-performance trading systems to minimize latency and maximize throughput in critical trading workflows. The role requires extensive experience in Java and low latency systems, with a focus on optimizing technology stacks.",Java; C++; low latency trading systems; concurrency programming; multithreaded programming; low latency messaging; TCP/UDP; Linux internals; Docker; AWS,,London,Full-time,Senior,Engineering,Trading,Greenhouse: Galaxy Digital,2026-04-20T11:40:02-04:00
https://jobs.ashbyhq.com/Uniswap/3d25a6ac-30b7-424c-a93c-54ccf2e538b6,Uniswap,,Business Development Lead,,,,,,,,,Ashby: Uniswap,2026-04-20T14:21:26.276+00:00
https://jobs.ashbyhq.com/Elliptic/bba5397c-f82b-438c-a585-1201c59c27bd,Elliptic,,AI Infrastructure Engineer,,,,,,,,,Ashby: Elliptic,2026-04-20T14:02:30.007+00:00
https://jobs.ashbyhq.com/SpruceID/8b6df895-e8e7-4943-a670-03816a1b447d,Spruce,,Head of Sales,,,,,,,,,Ashby: Spruce,2026-04-20T13:34:08.404+00:00
https://jobs.lever.co/anchorage/ebc7d281-56a1-4315-bcb8-8d1f492a78fe,Anchorage Digital,anchorage.com,"Member of Compliance & Risk, Testing and Monitoring",The role involves enhancing the Bank's Fiduciary and Regulatory Compliance Program by identifying emerging risks and control gaps. The individual will perform testing activities to assess compliance controls and collaborate with various teams to translate regulatory requirements into actionable processes.,GRC Management; Information Security; Audit; Compliance Management; Risk Assessment; Data Analytics; Financial Crimes Compliance; Privacy and Security; SOC; Regulatory Requirements,,Remote,Full-time,Mid,Compliance & Risk,Infrastructure,Lever: Anchorage Digital,2026-04-20T12:30:20.176Z
https://jobs.lever.co/binance/d40d7faf-59dc-4374-8504-370a3d33b674,Binance,binance.com,Government Relations - Japan,"The role involves developing and maintaining relationships with government officials and regulators in Japan, leading educational campaigns, and managing communications with regulatory bodies. The candidate will engage with policymakers to foster a favorable policy environment for Binance.",government relations; public affairs; regulatory compliance; stakeholder management; Japanese language; negotiation; communication,,"Tokyo, Japan",Full-time,Mid,Government Affairs,Infrastructure,Binance,2026-04-20T11:06:44.000Z
https://jobs.ashbyhq.com/polygon-labs/83ca09c3-d0ed-467e-9076-ae7393f2fdda,Polygon Labs,,AI Developer Experience Engineer,,,,,,,,,Ashby: Polygon Labs,2026-04-20T11:04:27.909+00:00
https://jobs.lever.co/binance/d4cf3b07-df55-437a-9677-8e1f9de9724f,Binance,binance.com,Regulatory Counsel - South Korea,"The Regulatory Counsel will provide legal and regulatory support to Binance's business teams in Korea, focusing on compliance with local laws and regulations. Responsibilities include contract review, risk assessment, and engagement with regulatory authorities.",regulatory compliance; contract negotiation; Korean financial regulations; legal advice; risk assessment; project management; commercial law; corporate law; labor law; intellectual property,,"Seoul, South Korea",Full-time,Mid,Legal & Compliance,Infrastructure,Binance,2026-04-20T10:48:37.000Z
https://jobs.lever.co/binance/18406f8a-a537-461f-81a7-954abe4745ea,Binance,binance.com,Marketing Manager,"The Marketing Manager will lead local market initiatives, drive community engagement, and promote Binance's brand presence in the crypto space. Responsibilities include community building, social media management, influencer relations, and market insights.",Social Media Management; Content Creation; Community Building; Market Research; Project Management; Google Analytics; Hootsuite; Adobe Creative Suite; Bilingual English/Thai,,"Bangkok, Thailand",Full-time,Mid,Marketing,Trading,Binance,2026-04-20T10:33:37.000Z
https://jobs.lever.co/binance/ff83a594-78bf-4870-8861-41c3de299d7d,Binance,binance.com,Front-end Developer(Futures),"The Front-end Developer will implement user-facing features for Binance's products, focusing on creating fast and user-friendly web applications. The role requires strong proficiency in JavaScript and React, along with experience in building responsive applications across various devices.",JavaScript; React; Redux; React Query; Webpack; Tailwind CSS,,Remote,Full-time,Mid,Engineering,Infrastructure,Binance,2026-04-20T10:30:26.000Z
https://jobs.lever.co/binance/6296f8cc-4555-4919-a6a9-ed019585e1df,Binance,binance.com,Binance Accelerator Program - Data Product Manager (Derivatives),"The Data Product Manager role in the Binance Accelerator Program focuses on designing and developing data-driven trading insights to enhance user engagement. The position involves analyzing trading data, collaborating with cross-functional teams, and managing the product development lifecycle.",data analysis; user insights; business intelligence; project management; product management; statistics; user research; trading data; cross-functional collaboration; communication,,"Taipei, Taiwan",Internship,Entry,Product & Design,Infrastructure,Binance,2026-04-20T10:15:26.000Z
https://jobs.lever.co/binance/f40f4bf8-7d85-4fb6-a9d7-d369cf39a5b1,Binance,binance.com,Binance Accelerator Program - Compliance/Sanctions,"The Binance Accelerator Program offers early career talent an immersive experience in the Web3 space, focusing on compliance and sanctions. Participants will assist the compliance team with research and reporting while developing their professional skills.",Compliance; Sanctions; CTF; Financial Crime Compliance; Data Analysis; Research; Attention to Detail; English Fluency,,Remote,Internship,Entry,Legal & Compliance,Infrastructure,Binance,2026-04-20T10:12:15.000Z
https://jobs.lever.co/binance/609c2f81-3cb7-4705-9831-051a875867e6,Binance,binance.com,User Journey Operations Specialist,"The User Journey Operations Specialist at Binance will leverage data-driven insights to improve product performance and optimize user acquisition and engagement. This mid-level role involves conducting data analysis, collaborating with various teams, and leading growth projects.",SQL; Excel; BI tools; data analysis; user journey analysis; user acquisition; conversion optimization; project management,,"Taipei, Taiwan",Full-time,Mid,Marketing,Infrastructure,Binance,2026-04-20T09:57:15.000Z
https://jobs.ashbyhq.com/kalshi/524d21ba-0ad4-4a45-975a-9ba511d6e422?utm_source=jobs.paradigm.xyz,Kalshi,,Compliance,,,,,,,,,Jobs | Paradigm Job Board,2026-04-20T09:48:52.000Z
https://jobs.lever.co/binance/1f5bdcbd-a60a-4b4c-8615-ec34f10ab821,Binance,binance.com,QA Engineer,"The QA Engineer will work closely with developers and product managers to develop, test, and deliver high-quality products. Responsibilities include creating automation test plans, analyzing product defects, and performing investigatory testing of unreleased features.",Java; Linux; Automation testing; API testing; Database testing; Backend services; Test analysis; Unit testing,,Remote,Full-time,Mid,Engineering,Infrastructure,Binance,2026-04-20T09:39:05.000Z
https://jobs.ashbyhq.com/Gelato/200ab306-f906-4a45-a834-05345019f087,Gelato,,Senior Talent Acquisition Specialist,,,,,,,,,Ashby: Gelato,2026-04-20T09:39:04.414+00:00
https://jobs.lever.co/binance/3d0c1d44-3881-4a4a-87e2-53e3edb8f48f,Binance,binance.com,Growth Campaign Manager,"The Growth Campaign Manager will plan and execute marketing campaigns focused on user acquisition, retention, and referral growth for Binance's North Latam marketing team. The role requires a data-driven approach to enhance product adoption and user engagement across the region.",digital marketing; growth hacking; user acquisition; retention strategies; A/B testing; segmentation; automation; data analysis; campaign management,,Remote,Full-time,Mid,Marketing,Infrastructure,Binance,2026-04-20T09:35:53.000Z
https://www.flyzipline.com/careers/open-roles?gh_jid=7701227003,Zipline,,"Senior Mechanical Engineer, Long Range Platform",,,,,,,,,Jobs | Paradigm Job Board,2026-04-20T09:33:52.000Z
https://jobs.lever.co/binance/caa85420-1626-4f05-b202-4cb5cfaa6590,Binance,binance.com,Binance Accelerator Program - Marketing (Baltics),"The Binance Accelerator Program offers early career talent an immersive experience in the Web3 space, focusing on marketing initiatives. Interns will assist with content creation, manage advertising campaigns, and support community growth while developing transferable skills.",Content Creation; Google Ads; Meta Ads; Lifecycle Marketing; Community Growth; Performance Metrics Analysis; Bilingual English/Latvian; Communication Skills,"€1,000 - €1,400 a month","Riga, Latvia / Estonia, Tallinn / Lithuania, Vilnius",Internship,Entry,Marketing,Infrastructure,Binance,2026-04-20T09:24:05.000Z
https://jobs.lever.co/binance/5a2d51f9-883d-4f40-b7b9-9b51006f6e84,Binance,binance.com,Paid Social Manager,The Paid Social Manager at Binance will develop and execute paid social strategies to acquire high-quality users while maintaining CPA and ROAS targets across APAC markets. The role involves hands-on campaign management and collaboration with various teams to optimize performance.,Meta Ads; TikTok Ads; X; AppsFlyer; marketing analytics; crypto; fintech; online trading; Reddit; APAC social networks,,Remote,Full-time,Mid,Marketing,Trading,Binance,2026-04-20T09:20:53.000Z
https://jobs.lever.co/binance/fcaef5ae-d16f-4fe0-b9db-f1824b3a33df,Binance,binance.com,Binance Accelerator Program - AI Productivity Engineer,"The AI Productivity Engineer role is designed for students to apply AI in software development, focusing on building AI tools to enhance developer productivity. Interns will work on real-world projects involving large language models and contribute to an internal AI platform.",Python; AI; large language models; Git; NLP; automation; ChatGPT; Copilot; machine learning,,Remote,Full-time,Entry,Engineering,Infrastructure,Binance,2026-04-20T09:17:42.000Z
https://jobs.lever.co/binance/d2bb27c5-a189-4531-ac8e-c80bab87ac45,Binance,binance.com,Programmatic Manager,"The Programmatic Manager will own and scale the APAC programmatic advertising strategy to drive user acquisition and retention. Responsibilities include developing media strategies, executing media buying, and leveraging AI and automation for improved performance.",programmatic advertising; media strategy; AI; machine learning; AppsFlyer; analytical skills; reporting; crypto; fintech; user acquisition,,Remote,Full-time,Mid,Marketing,Trading,Binance,2026-04-20T09:05:53.000Z
https://jobs.lever.co/binance/f6e78b0c-f9a5-459b-ac09-d8951f9a47ba,Binance,binance.com,Pioneer Talent Program - AI Productivity Engineer,The AI Productivity Engineer will design and deliver AI tools and systems to enhance engineering efficiency at Binance. This role involves integrating AI capabilities into the software development lifecycle and collaborating with engineering teams to identify and solve bottlenecks.,Python; Java; Go; JavaScript; AI tools; Prompt Engineering; RAG; APIs; DevOps; CI/CD,,Remote,Full-time,Entry,Engineering,Infrastructure,Binance,2026-04-20T09:02:42.000Z
https://jobs.lever.co/binance/2c4461fe-4bfd-401d-97dd-7d4ad0f287d5,Binance,binance.com,"(Senior) Product Manager, Futures Frontend","The (Senior) Product Manager for Futures Frontend at Binance will be responsible for the user experience and development of futures trading products. This role involves optimizing trading flows, maintaining product roadmaps, and driving cross-functional collaboration to ensure high product quality.",Futures trading; Agile; Product management; Market research; User experience design; Financial products; Collaboration; Documentation; Bilingual English/Mandarin,,Remote,Full-time,Mid,Product & Design,Trading,Binance,2026-04-20T08:50:53.000Z
https://jobs.lever.co/binance/acdab753-d58b-41c3-b9ee-f5e1328b4411,Binance,binance.com,Social Media & Content Manager,"The Social Media & Content Manager will lead content creation and community engagement for Binance’s North Latam region, focusing on producing organic content across social media platforms and managing the regional blog. The role requires a creative individual with a strong understanding of social media trends and community building in the crypto space.",Social Media Management; Content Creation; Community Engagement; Meta Platforms; YouTube; TikTok; Blog Writing; Social Media Analytics; Content Management Systems,,Remote,Full-time,Mid,Marketing,Infrastructure,Binance,2026-04-20T08:47:42.000Z
https://www.fireblocks.com/careers/position/4674505006?gh_jid=4674505006,Fireblocks,fireblocks.com,"Senior Backend Engineer, Liquidity","Fireblocks is seeking a Senior Backend Engineer to join their Liquidity Team, focusing on developing trading solutions that connect exchanges and custodians. The role involves mentoring developers, optimizing trading APIs, and implementing scalable cloud-native architectures.",Node.js; TypeScript; microservices; cloud-native architecture; Datadog; Prometheus; Grafana; blockchain fundamentals; DeFi protocols; liquidity concepts,,"Tel Aviv-Yafo, Israel",Full-time,Senior,Engineering,DeFi,Greenhouse: Fireblocks,2026-04-20T04:41:23-04:00
https://jobs.lever.co/binance/65f08a71-1954-4ee0-a897-d656fb93b066,Binance,binance.com,Business Analyst,"The Business Analyst at Binance will analyze marketing campaign performance and customer behavior to identify opportunities and risks. The role involves developing marketing dashboards, collaborating with teams to define data requirements, and conducting competitor analysis.",Excel; SQL; Tableau; Power BI; Python; R; Data Analysis; Market Research; Data Visualization,,Remote,Full-time,Mid,Marketing,Infrastructure,Binance,2026-04-20T08:32:42.000Z
https://jobs.lever.co/binance/5d81e7bb-61c9-482d-bf7e-07f70f0d6143,Binance,binance.com,Compliance Rule Tuning Specialist – Transaction Monitoring,The Compliance Rule Tuning Specialist will focus on tuning and optimizing compliance rules for detecting suspicious activities. The role requires strong SQL skills and practical compliance knowledge to ensure rules are accurate and aligned with regulatory expectations.,SQL; AML regulations; transaction monitoring; data analysis; compliance; problem-solving; communication; fintech; risk management,,Remote,Full-time,Mid,Legal & Compliance,Compliance,Binance,2026-04-20T08:24:28.000Z
https://jobs.lever.co/binance/31d6ed82-6f2c-4601-95f3-0da29ed2549b,Binance,binance.com,Earn Structured Product & Operations Manager/Senior Manager,"The role involves owning the product roadmap for structured products, conducting market research, and collaborating across teams to ensure successful product launches. Candidates should have significant experience in product management within the crypto or fintech space.",Product Management; SQL; Excel; DeFi; Cryptocurrencies; Risk Management; Project Management; Data Analysis,,Remote,Full-time,Senior,Operations,DeFi,Binance,2026-04-20T08:09:28.000Z
https://jobs.lever.co/binance/ba663e18-e640-4368-af28-7cfe051aab61,Binance,binance.com,"Binance Accelerator Program - AI Engineer, Dev Tools","The role involves building AI-powered tools for developers, focusing on enhancing productivity through coding assistants and workflow automation. Candidates will work closely with engineering teams to identify challenges and implement AI-driven solutions.",Python; Java; Go; JavaScript; APIs; LLMs; Prompt Engineering; ChatGPT; Copilot,,Remote,Internship,Entry,Engineering,Infrastructure,Binance,2026-04-20T08:06:15.000Z
https://job-boards.eu.greenhouse.io/bitpanda/jobs/4835159101,Bitpanda,bitpanda.com,"Senior Specialist, VIP Relationships","The Senior Specialist, VIP for Germany will lead strategies to engage and retain high-net-worth clients, ensuring a personalized experience. The role involves managing relationships, executing exclusive events, and collaborating with various teams to drive market growth.",VIP management; luxury retail; hospitality; German market insights; relationship management; event planning; networking; strategic planning; customer service; bilingual communication,,"Vienna, Austria",Full-time,Senior,Marketing,,Greenhouse: Bitpanda,2026-04-20T04:04:12-04:00
https://jobs.lever.co/binance/af989f78-c76a-4656-a504-978133f8256a,Binance,binance.com,Backend Java Engineer (Web3) - Binance Wallet,"The Backend Java Engineer will design, develop, and maintain high-performance systems for the Binance Wallet team, focusing on Web3 projects. The role requires collaboration on technical architectures and solutions while staying updated on emerging technologies.",Java; Spring Cloud; MySQL; multi-threaded programming; blockchain technology; AI integration; distributed systems; caching; message queues,,"Taipei, Taiwan",Full-time,Mid,Engineering,Infrastructure,Binance,2026-04-20T07:47:12.000Z
https://jobs.lever.co/1inch/79a3855e-5675-46a9-b23c-99ea7bbcb9eb,1inch,1inch.io,Head of IT,"As Head of IT, you will oversee and enhance the corporate IT environment, ensuring secure and efficient operations. You will lead IT service management, user access, and vendor relationships while driving the adoption of AI tools to improve productivity.",IT service management; identity and access management; endpoint lifecycle management; SaaS administration; collaboration tools; IT asset management; vendor management; AI tools; automation; process improvement,,"Hybrid (Dubai preferred, remote in Europe)",Full-time,Senior,Information Technology,DeFi,Lever: 1inch,2026-04-20T07:43:04.527Z
https://jobs.lever.co/binance/b638c325-65c8-423a-855a-9b5df2dce3a0,Binance,binance.com,Pioneer Talent Program - AI-powered Productivity Platform Engineer,"The role involves designing and delivering AI tools and systems to enhance engineering efficiency at Binance. Candidates will work on AI-powered productivity platforms, integrating AI capabilities into the software development lifecycle.",Python; Java; Go; JavaScript; AI tools; Prompt Engineering; RAG; APIs; DevOps; CI/CD,,Remote,Full-time,Entry,Engineering,Infrastructure,Binance,2026-04-20T07:29:02.000Z
https://jobs.lever.co/binance/99631399-d024-47b5-ade5-8bd1e947f782,Binance,binance.com,"Pioneer Talent Program - AI Engineer, Dev Tools","The role involves designing and building internal AI productivity tools for engineers, integrating AI capabilities throughout the software development lifecycle, and experimenting with emerging AI technologies. Candidates will gain hands-on experience and mentorship in a dynamic blockchain environment.",Python; Java; Go; JavaScript; Prompt Engineering; RAG; AI Agents; APIs; DevOps; CI/CD,,"Taipei, Taiwan",Full-time,Entry,Engineering,Infrastructure,Binance,2026-04-20T07:17:12.000Z
https://jobs.lever.co/binance/3c890079-ea3e-4243-9ae4-37e617d9d560,Binance,binance.com,Web3 Security Operation Specialist,"The Web3 Security Operation Specialist will analyze complex Web3 security cases, identify gaps in workflows, and propose improvements. The role involves collaborating with engineering teams to automate detection rules and staying ahead of emerging fraud techniques.",anti-fraud; risk control; blockchain; DeFi; Web3; AI tools; documentation; technical logic,,Remote,Full-time,Mid,Security & IT Helpdesk,Security,Binance,2026-04-20T07:14:02.000Z
https://jobs.lever.co/binance/60a2d99e-4882-470c-8ffb-356d17f04c47,Binance,binance.com,Backend Java Engineer (Kazakhstan/Russian speaker),"Binance is seeking a seasoned Backend Java Engineer to design and improve Kazakhstan infrastructure/services. The role involves developing and maintaining backend services and APIs, ensuring reliability and scalability, and collaborating with external stakeholders in Kazakhstan.",Java; Spring Boot; RESTful APIs; SQL; NoSQL; Kafka; RabbitMQ; Linux; Microservices; Machine Learning,,Remote,Contract,Senior,Engineering,Infrastructure,Binance,2026-04-20T07:10:51.000Z
https://jobs.lever.co/binance/c4153e84-09ea-422b-9e73-a901de6cd18e,Binance,binance.com,APAC Admin,"The APAC Admin role involves providing administrative support across various business units, including managing office supplies, coordinating staff events, and assisting with office renovations. The position requires strong communication skills and the ability to handle multiple tasks under pressure.",English; Chinese; Policy design; Procurement; HR; Budget planning; Event coordination; Office management,,Remote,Full-time,Mid,Finance & Administration,,Binance,2026-04-20T06:52:33.000Z
https://jobs.ashbyhq.com/ashby/06408097-75e6-41d2-a431-94fd9f9b6822?utm_source=Multicoin+Capital+job+board&utm_medium=getro.com&gh_src=Multicoin+Capital+job+board,Ashby,,Legal Ops Manager,,,,,,,,,Jobs | Multicoin Capital Job Board,2026-04-20T06:01:13.000Z
https://jobs.lever.co/binance/3fa7ed0f-ddda-41d9-934c-02c4fe5d98c7,Binance,binance.com,Head of Market Supervision,"The Head of Market Supervision will oversee market activities to prevent manipulation and ensure compliance with regulations. This role involves monitoring trading activities, leading investigations, and developing market policies.",regulatory compliance; market surveillance; risk management; financial markets; cryptocurrency exchanges; FSRA rules; investigation techniques; policy development; data analysis; surveillance tools,,"UAE, Abu Dhabi",Full-time,Senior,Legal & Compliance,Trading,Binance,2026-04-20T02:04:05.000Z
https://jobs.lever.co/binance/3c4490bc-d354-438f-9e61-a7b41c8fd24e,Binance,binance.com,Internal Audit Manager (Japan),"The Internal Audit Manager will drive internal audit work for Japanese businesses, develop a risk-based audit plan, and prepare reports for local directors. The role requires collaboration with compliance teams and participation in global audit projects.",Internal Audit; Regulatory Compliance; Risk Management; CIA; CISA; Finance; Economics; Business Analysis,,"Tokyo, Japan",Full-time,Mid,Legal & Compliance,Infrastructure,Binance,2026-04-20T01:45:50.000Z
https://jobs.ashbyhq.com/chainalysis-careers/4a0910ba-fcda-4cec-9c9a-1a439100a0e1?utm_source=jobs.paradigm.xyz,Chainalysis,chainalysis.com,Client Account Director - NatSec/Intelligence,The Client Account Director for NatSec/Intelligence at Chainalysis is responsible for managing client relationships and driving account growth in the national security and intelligence sectors.,,,,,,,,Jobs | Paradigm Job Board,2026-04-20T00:49:09.000Z
https://jobs.ashbyhq.com/chainalysis-careers/3ecbe3ba-4e10-4e07-9046-c2fa7f6e9b12?utm_source=jobs.paradigm.xyz,Chainalysis,,Solutions Architect  - MECCA,,,,,,,,,Jobs | Paradigm Job Board,2026-04-20T00:34:09.000Z
https://jobs.ashbyhq.com/Base/2546da1e-f288-4744-b167-af5ecbfd6634,Base,,City Coordinator - Dallas,,,,,,,,,Ashby: Base,2026-04-19T22:57:01.095+00:00
https://jobs.ashbyhq.com/Base/00260fe4-aded-4700-a328-17de818eec63,Base,,City Coordinator - Tampa,,,,,,,,,Ashby: Base,2026-04-19T22:54:38.441+00:00
https://jobs.ashbyhq.com/Base/8be3690d-3a91-42ea-a98f-d9aec3c94fb6,Base,,City Coordinator - Phoenix,,,,,,,,,Ashby: Base,2026-04-19T19:49:50.012+00:00
https://jobs.ashbyhq.com/Base/c727ecf1-e1e7-49aa-a931-1a0deffef6af,Base,,City Coordinator - DC,,,,,,,,,Ashby: Base,2026-04-19T19:44:05.992+00:00
https://jobs.ashbyhq.com/Base/4630ebdd-6eb4-49e7-bcd6-394b60cf10cf,Base,,City Coordinator - Denver,,,,,,,,,Ashby: Base,2026-04-19T19:40:50.573+00:00
https://www.fireblocks.com/careers/position/4674476006?gh_jid=4674476006,Fireblocks,fireblocks.com,"Senior Software Engineer, Transaction Security","As a Senior Software Engineer in the Security Engineering Unit at Fireblocks, you will design and implement core components crucial to the security of the platform. The role involves collaborating with Product and Design teams to develop innovative security features and products.",React; NodeJS; Typescript; cybersecurity; blockchain; cryptography,,Remote,Full-time,Senior,Engineering,Security,Jobs | Paradigm Job Board,2026-04-19T18:55:06.000Z
https://jobs.ashbyhq.com/Base/97194225-ee80-4543-9d75-954a9e0f9122,Base,,City Coordinator - Austin,,,,,,,,,Ashby: Base,2026-04-19T18:40:04.061+00:00
https://ripple.com/careers/all-jobs/job/7792136?gh_jid=7792136,Ripple,ripple.com,Senior Business Recruiter (12-Month Contract),Ripple is seeking a Senior Business Recruiter to manage the recruiting process from sourcing to offers. The role involves partnering with hiring managers to attract and retain top talent while ensuring a great candidate experience.,Recruiting; Talent Acquisition; ATS systems; LinkedIn; Sourcing; Diversity and Inclusion; Greenhouse; Social Media; GitHub; Communication,"$112,000 — $135,000 USD","New York, NY, United States",Contract,Senior,Human Resources,Infrastructure,Greenhouse: Ripple,2026-04-18T13:56:28-04:00
https://www.revolut.com/en-US/careers/position/e853bd62-96a7-416b-af1e-fc42adadde0a/,Revolut,,Paralegal (Disputes),,,,,,,,,Jobs | Paradigm Job Board,2026-04-18T15:50:23.000Z
https://www.revolut.com/en-US/careers/position/331a8dba-efb5-4170-955c-5163b6c98006/,Revolut,revolut.com,Support Specialist (FinCrime),"The Support Specialist (FinCrime) will assist customers with their off-boarding experience through in-app live chat, taking ownership of issues and collaborating with compliance teams. The role requires excellent communication skills and the ability to work under pressure.",customer support; communication; investigation; anti-money laundering; know your customer; multitasking; IT skills,,Remote,Full-time,Entry,Customer Support,FinCrime,Jobs | Paradigm Job Board,2026-04-18T15:35:23.000Z
https://www.revolut.com/en-US/careers/position/f2c690e9-6a66-4a2e-b1c6-475261b465a0/,Revolut,,Support Specialist (Escalations),,,,,,,,,Jobs | Paradigm Job Board,2026-04-18T15:20:23.000Z
https://www.linkedin.com/jobs/view/polymer-additive-manufacturing-manager-at-hadrian-4399577228?utm_source=Multicoin+Capital+job+board&utm_medium=getro.com&gh_src=Multicoin+Capital+job+board,Hadrian,hadrian.com,Polymer Additive Manufacturing Manager,"The Polymer Additive Manufacturing Manager will lead the integration of polymer AM machines into Hadrian's OPUS platform, focusing on automation and production operations. The role requires deep experience in polymer AM and systems engineering to enhance production capacity for unmanned aircraft systems.",Polymer Additive Manufacturing; Systems Integration; Automation; Production Operations; Data Quality; Telemetry; Continuous Improvement; Machine Connectivity; Process Technologies; OEM Partnerships,,"Los Angeles, CA",Full-time,Senior,Engineering,,Jobs | Multicoin Capital Job Board,2026-04-18T11:56:38.000Z
